filename,true label,predicted,abstract_expressionism,baroque,cubism,fauvism,high_renaissance,iconoclasm,impressionism,old_greek_pottery,realism,rococo,romanticism,surrealism
data/realism/Ignacio Zuloaga y Zabaleta - Tutt'Art@ (3).jpg,realism,high_renaissance,1.3664899e-09,0.0008924515,5.045578e-07,8.646747e-10,0.7813434,5.288489e-12,2.2532975e-08,5.78229e-09,2.72807e-09,3.9015544e-05,0.21772468,5.5712707e-10
data/rococo/11627.jpg,rococo,rococo,2.4143496e-10,0.008058744,1.2579652e-08,1.2002e-09,0.02310685,8.606251e-14,1.9450022e-09,1.46651695e-08,4.1913717e-09,0.74036086,0.22847353,1.2145306e-09
data/rococo/13513.jpg,rococo,rococo,1.8526968e-16,0.00017700039,6.4004835e-06,1.3894756e-16,0.00015687094,8.4320804e-21,0.020391982,5.5310383e-19,1.3003118e-16,0.979246,2.1795071e-05,8.7511235e-16
data/rococo/21568.jpg,rococo,impressionism,1.6512105e-12,0.00023454164,2.3194502e-07,1.0942251e-11,9.5723924e-05,4.7827187e-10,0.9082714,5.7886757e-15,1.2177777e-11,0.09138219,1.6023947e-05,2.7412126e-11
data/rococo/27070.jpg,rococo,high_renaissance,5.76602e-11,0.050893333,7.956308e-06,4.723104e-10,0.38491428,1.118449e-14,9.1987135e-10,2.143301e-10,1.9703865e-09,0.21633287,0.3478515,6.112186e-10
data/rococo/21633.jpg,rococo,high_renaissance,2.2210866e-08,0.38414094,5.544841e-06,1.0814976e-07,0.42610195,2.6922593e-09,2.741276e-07,1.8970444e-06,2.4186e-07,0.00064693094,0.18910198,9.0040615e-08
data/romanticism/13195.jpg,romanticism,romanticism,4.3150715e-13,5.453853e-05,6.746251e-05,2.116552e-12,0.0007873237,1.0259181e-18,1.4007507e-05,2.0222714e-13,3.2964382e-12,0.009892902,0.98918366,3.168292e-12
data/romanticism/6853.jpg,romanticism,high_renaissance,0.00040565204,0.021087075,0.29205522,6.097287e-05,0.5675503,0.00018709869,0.009531938,0.02183785,9.187701e-05,0.0013369786,0.08582934,2.5711883e-05
data/romanticism/12222.jpg,romanticism,impressionism,1.875916e-08,0.021539949,0.00014939984,2.654989e-08,0.0036159386,1.6841449e-07,0.95215255,1.6811391e-09,4.113547e-08,0.02226977,0.00027217844,3.062093e-08
data/romanticism/2566.jpg,romanticism,rococo,1.8499411e-16,0.00015574314,4.7177153e-08,4.543851e-15,7.703355e-05,7.566897e-18,0.0016618401,1.2961149e-18,6.8020036e-15,0.9567618,0.04134348,1.7320165e-14
data/romanticism/10960.jpg,romanticism,impressionism,1.0712246e-07,4.7576286e-05,7.4808286e-06,3.5031336e-09,2.3942442e-07,2.7787853e-06,0.99994123,3.05298e-07,2.02894e-09,1.846698e-07,1.156559e-11,2.5149531e-09
data/surrealism/tienne Istv n S ndorfi Tutt'Art@ (37).jpg,surrealism,cubism,1.8354444e-26,2.9781257e-21,1.0,6.399304e-31,3.6178707e-21,0.0,1.7087294e-10,4.1057862e-19,1.6822073e-31,6.3360267e-16,1.668046e-17,4.6829585e-30
data/surrealism/Victor Brauner Tutt'Art@ (2).jpg,surrealism,cubism,7.0615115e-12,1.1523007e-08,0.9506054,3.7693983e-14,1.8471001e-06,5.0721166e-10,0.04939143,2.5462005e-18,3.0021555e-14,1.3571585e-06,3.1861375e-10,4.2254245e-14
data/surrealism/Victor Brauner Tutt'Art@ (65).jpg,surrealism,high_renaissance,1.637186e-10,0.023912933,3.0405869e-05,1.7653756e-09,0.7853786,7.582203e-11,0.011974594,4.6150063e-11,3.1836427e-09,0.06470395,0.11399951,2.6142117e-09
data/surrealism/Chie Yoshii Tutt'Art@ (20).jpg,surrealism,romanticism,9.941508e-16,0.0005016782,1.238659e-09,5.611909e-14,0.0005019376,9.248123e-20,2.396104e-09,1.9248247e-16,1.3076755e-13,2.1295526e-05,0.99897504,6.634768e-14
data/surrealism/Victor Brauner Tutt'Art@ (64).jpg,surrealism,cubism,2.0087755e-37,1.8704385e-34,1.0,0.0,6.0067955e-32,0.0,4.988487e-21,2.3583077e-38,0.0,3.6679587e-18,3.018202e-35,0.0
